,producoes
1308, 13th ieee bibe.some results on topological colored motifs in metabolic networks. 							2013. (simposio).  					 
1309, wba 2012 - workshop in bioinformatics and algorithms. 2012. (oficina).  					 
1310, iv consegi 2011 - iv congresso internacional software livre e governo eletronico. 2011. (congresso).  
1311, iii consegi 2010 - iii congresso internacional software livre e governo eletronico. 2010. (congresso).  
1312, wba 2010 - workshop in bioinformatics and algorithms.. 2010. (oficina).  					 
1313, ctic/sbc. apresentacao dos tres primerios colocados. 2006. (congresso).  
1314, wcompa.moderacao da apresentacao dos trabalhos. 2006. (outra).  					 
1315," stefanes, marco a.; bianchini, c. . 14th marathon of parallel programming /wscad 2019. 2019. (concurso).  "
1316," stefanes, marco a.; araujo, f. e. s. . vi ciclo de palestras em computacao. 2018. (outro).  "
1317," stefanes, marco a.; reis, v. q. ; rubinsztejn, h. k. s. ; sotoma, i. . v workshop de computacao paralela e distribuida. 2018. (congresso).  "
1318," stefanes, marco a.; araujo, f. e. s. . v ciclo de palestras em computacao. 2017. (outro).  "
1319," stefanes, marco a.;  ishii, r. p. ; rubinsztejn, h. k. s. ; silva junior, b. a. ; reis, v.  q. ; caceres, e. n. . iv workshop de computacao paralela e distribuida.  2013. (congresso).  "
1320," stefanes, marco a.. iii ciclo de palestras em computacao. 2013. (outro).  "
1321," stefanes, marco a.. iii wcpd. 2011. (congresso).  "
1322," stefanes, marco a.. ciclo de palestras em computacao ii. 2011. (outro).  "
1323," stefanes, marco a.. ciclo de palestras em computacao. 2010. (outro).  "
1324," stefanes, marco a.. ii workshop de computacao paralela e distribuida. 2009. (congresso).  "
1325," mongelli, h. ; caceres, e. n. ; stefanes, marco a. . wscad/ctic. 2008. (concurso).  "
1326," stefanes, marco a.. workshop de computacao paralela e distribuida. 2007. (congresso).  "
1327," stefanes, m. a.; martinez, f. h. v. . ctic. 2006. (concurso).  "
1328, rodrigo albuquerque de oliveira siqueira. alinhamento de varias seqencias usando varias gpus. 						inicio: 2018. 						dissertacao (mestrado em ciencia da computacao)  - universidade federal de mato grosso do sul. (orientador).  
1329, hercules cardoso da silva. previsao do tempo em alta resolucao para o mato grosso do sul usando wrf em gpu. 						inicio: 2018. tese (doutorado em ciencia da computacao)  - universidade federal de mato grosso do sul. (orientador).  
1330," jean  carlo wai keung ma. inferencia de redes de regulacao genicas usando  computacao paralela hibrida. 							2017. 						 					dissertacao  (mestrado em ciencia da computacao)  - universidade  federal de mato grosso do sul, conselho nacional de desenvolvimento  cientifico e tecnologico. orientador: marco aurelio stefanes.  "
1331," luiz  fernando alvino. problema do fluxo maximo em redes utilizando openmp e  cuda. 							2015. 						 					dissertacao  (mestrado em ciencia da computacao)  - universidade  federal de mato grosso do sul, . orientador: marco aurelio stefanes.  "
1332," valter  de oliveira ferlete. alinhamento de varias sequencias utilizando  arquiteturas paralelas hibridas. 							2015. 						 					dissertacao  (mestrado em ciencia da computacao)  - universidade  federal de mato grosso do sul, . orientador: marco aurelio stefanes.  "
1333," pedro  henrique neves da silva. algoritmos paralelos para alinhamento de  sequencias. 							2014. 						 					dissertacao  (mestrado em ciencia da computacao)  - universidade  federal de mato grosso do sul, conselho nacional de desenvolvimento  cientifico e tecnologico. orientador: marco aurelio stefanes.  "
1334," roberto  aragy xavier junior. algoritmo bsp/cgm para o problema de fluxo maximo  em rede. 							2010. 						 					dissertacao  (mestrado em ciencia da computacao)  - universidade  federal de mato grosso do sul, . orientador: marco aurelio stefanes.  "
1335," claudia  regina tinos peviani. algoritmos paralelos realisticos para a maior  subsequencia comum. 							2009. 						 					dissertacao  (mestrado em ciencia da computacao)  - universidade  federal de mato grosso do sul, . orientador: marco aurelio stefanes.  "
1336, nilson dotta. 							sistema de matricula da ufms para internet. 							2005. 57 f. 							monografia. (aperfeicoamento/especializacao em especializacao em  engenharia de websites)  - universidade federal de mato grosso do sul.  orientador: marco aurelio stefanes. 						 
1337, sidnei oshiro. 							g-inf: uso da tecnologia web para apoio a tomada de decisoes em  hospitais. 							2004. 							monografia. (aperfeicoamento/especializacao em especializacao em  engenharia de websites)  - universidade federal de mato grosso do sul.  orientador: marco aurelio stefanes. 						 
1338, rafael  kendy arakaki. 							algoritmo paralalo para o problema da maior subssequencia comum  (lcs) em cuda. 							2014. 							trabalho de conclusao de curso. (graduacao em ciencia da  computacao)  - universidade federal de mato grosso do sul. orientador:  marco aurelio stefanes. 						 
1339, alan  magno de jesus. 							avaliacao de desempenho em aplicacoes no eucalyptus. 							2013. 							trabalho de conclusao de curso. (graduacao em analise de  sistemas)  - universidade federal de mato grosso do sul. orientador:  marco aurelio stefanes. 						 
1340, luiz  alexandre pacini rabelo. 							implementacao paralela de problemas em grafos bipartidos  convexos. 							2011. 							trabalho de conclusao de curso. (graduacao em ciencia da  computacao)  - universidade federal de mato grosso do sul. orientador:  marco aurelio stefanes. 						 
1341, diego  milhomem santos zikemura. 							{implementacao e avaliacao de desempenho de infraestrutura de  nuvem privada em ambiente de cluster. 							2011. 							trabalho de conclusao de curso. (graduacao em analise de  sistemas)  - universidade federal de mato grosso do sul. orientador:  marco aurelio stefanes. 						 
1342, paulo barros alencar. 							avaliacao comparativa da arquitetura simd/cuda. 							2009. 							trabalho de conclusao de curso. (graduacao em ciencia da  computacao)  - universidade federal de mato grosso do sul. orientador:  marco aurelio stefanes. 						 
1343, oziel vilalba junior e elder da silva  mendes. 							sistemas criptograficos e esquemas de assinaturas. 							2009. 							trabalho de conclusao de curso. (graduacao em analise de  sistemas)  - universidade federal de mato grosso do sul. orientador:  marco aurelio stefanes. 						 
1344, alessando dos santos ferreira e letricia  pereira s. avalhais. 							algoritmos bsp/cgm para arvore geradora minima. 							2008. 							trabalho de conclusao de curso. (graduacao em ciencia da  computacao)  - universidade federal de mato grosso do sul. orientador:  marco aurelio stefanes. 						 
1345, max de paula brites. 							criptografia utilizando o sistema rsa. 							2005. 							trabalho de conclusao de curso. (graduacao em analise de  sistemas)  - universidade federal de mato grosso do sul. orientador:  marco aurelio stefanes. 						 
1346, robero aragy xavier junior. 							algoritmos paralelos para arvores geradoras minimas. 							2005. 							trabalho de conclusao de curso. (graduacao em analise de  sistemas)  - universidade federal de mato grosso do sul. orientador:  marco aurelio stefanes. 						 
1347," patrick yuri shinzato. 							transporte do sistema linux para plataforma mips. 							2007. 							iniciacao cientifica. (graduando em ciencia da computacao)  - universidade federal de mato grosso do sul, 							conselho nacional de desenvolvimento cientifico e tecnologico. orientador: marco aurelio stefanes. 						 "
1348," stefanes, marco a.;  ishii, r. p. ; rubinsztejn, h. k. s. ; silva junior, b. a. ; reis, v.  q. ; caceres, e. n. . iv workshop de computacao paralela e distribuida.  2013. (congresso).  "
1349," stefanes, marco a.; bianchini, c. . 14th marathon of parallel programming /wscad 2019. 2019. (concurso).  "
1350,"1.041adi, said s.2010  adi, said s. ; braga, marilia d.v. ; fernandes, cristina g. ; ferreira, carlos e. ; martinez, fabio viduani ; sagot, marie-france ; stefanes, marco a. ; tjandraatmadja, christian ; wakabayashi, yoshiko . repetition-free longest common subsequence. discrete applied mathematics, v. 158, p. 1315-1324, 2010. citacoes:19|12 "
1351," 0.747stefanes, marco a.2020  stefanes, marco a.; rubert, diego p. ; soares, jose  . scalable parallel algorithms for maximum matching and hamiltonian  circuit in convex bipartite graphs. theoretical computer science, v. 804, p. 58-71, 2020.  "
1352," 0.843rubert, diego p.2020  rubert, diego p. ; araujo, eloi ; stefanes, marco a.  ; stoye, jens ; martinez, fabio v. . searching and inferring colorful  topological motifs in vertex-colored graphs. journal of combinatorial  optimization (dordrecht. online), v. 40, p. 379-411, 2020.  "
1353," 1.041adi, said s.2010  adi, said s. ; braga, marilia d.v. ; fernandes, cristina g. ; ferreira, carlos e. ; martinez, fabio viduani ; sagot, marie-france ; stefanes, marco a. ; tjandraatmadja, christian ; wakabayashi, yoshiko . repetition-free longest common subsequence. discrete applied mathematics, v. 158, p. 1315-1324, 2010. citacoes:19|12 "
1354," 0.65soares, jose2009  soares, jose ; stefanes, m. a. . algorithms for maximum independent set in convex bipartite graphs. algorithmica, v. 53, p. 35-49, 2009. citacoes:9|6 "
1355," rocha, lucas b. ; sadique adi, said ; stefanes, marco a.  ; araujo, eloi . heuristics for the specific substring problem with  hamming distance. in: 2019 ieee 19th international conference on  bioinformatics and bioengineering (bibe), 2019, athens. 2019 ieee 19th  international conference on bioinformatics and bioengineering (bibe),  2019. p. 250-257.  "
1356," stefanes, marco aurelio;  alvino, luiz fernando . a hybrid parallel implementation for the  maximum flow problem. in: 2018 26th euromicro international conference  on parallel, distributed and networkbased processing (pdp), 2018,  cambridge. 2018 26th euromicro international conference on parallel,  distributed and network-based processing (pdp), 2018. v. 1. p. 229-233.  "
1357," higa, c. h. a. ; rozante, l. c. s. ; ma, j. c. w. k. ; stefanes, marco a.  . inferring gene regulatory networks using hybrid parallel computing.  in: 2018 international conference on computer science and its  applications - iccsa 2018, 2018, melbourne. computational science and  its applications iccsa 2018 - lncs, 2018. p. 151-166.  "
1358,"   araujo, eloi ; stefanes, marco a.  ; o. ferlete, valter de ; rozante, luiz c. s. . multiple sequence  alignment using hybrid parallel computing. in: 2017 ieee 17th  international conference on bioinformatics and bioengineering (bibe),  2017, washington. 2017 ieee 17th international conference on  bioinformatics and bioengineering (bibe), 2017. p. 175-8.  "
1359," rubert, diego p. ; araujo, eloi ; stefanes, marco a.  . simbio: searching and inferring colorful motifs in biological  networks. in: 2015 ieee 15th international conference on bioinformatics  and bioengineering (bibe), 2015, belgrade. 2015 ieee 15th international  conference on bioinformatics and bioengineering (bibe), 2015. p. 1.  "
1360," stefanes, marco a.; rubert, d. p. ; soares, j.  . coarse grained parallel algorithm for hamiltonian circuit in convex  bipartite graphs. in: international conference on parallel and  distributed processing techniques and applications (pdpta), 2015, l.  vegas. proceedings of the international conference on parallel and  distributed processing techniques and applications - pdpta 2015, 2015.  p. 381-387.  "
1361," araujo, eloi ; stefanes, marco a.  . some results on topological colored motifs in metabolic networks. in:  2013 ieee 13th international conference on bioinformatics and  bioengineering (bibe), 2013, chania. 13th ieee international conference  on bioinformatics and bioengineering, 2013. p. 1.  "
